EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
668890,WEBSTER PAR.,SPRINGHILL,01/21/2017,1731,Tornado, ,EF1,0,0,25000,0,LA,CST-6, ,112155,C,119,SHV,0,0,NWS Storm Survey, ,2.23,990,4,SW,2,SSW,SPRINGHILL,01/21/2017,1737,32.9499,-93.5126,32.9693,-93.4819,"This is a continuation of the Bossier Parish tornado. This tornado had weakened to EF-1 as it entered Northwest Webster Parish, but still uprooted numerous trees and power lines along its track and it tore through the Muddy Bottoms ATV Park. Within the park, the tornado removed a portion of the roof of a building before lifting in the extreme northern portion of the park. Maximum estimated winds ranged between 90-100 mph.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",127
668940,WEBSTER PAR.,SHONGALOO,01/21/2017,1755,Tornado, ,EF1,0,0,10000,0,LA,CST-6, ,112155,C,119,SHV,0,0,NWS Storm Survey, ,3.5,350,3,SSW,2,ESE,SHONGALOO,01/21/2017,1807,32.8875,-93.3193,32.9198,-93.2729,"An EF-1 tornado with maximum estimated winds near 105 mph touched down just south of Shongaloo along Elmer Moore Road and continued northeast across Rodney Martin, Wortham, and Thomas Rhone Roads before crossing Highway 159. The tornado continued northeast before lifting along Hearn Road. Damage consisted of numerous trees that were snapped and/or uprooted. A tree fell on a carport and a portion of a mobile home on Wortham Road.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",128
668953,NATCHITOCHES PAR.,NATCHEZ,01/21/2017,1756,Tornado, ,EF2,0,1,500000,0,LA,CST-6, ,112155,C,69,SHV,0,0,NWS Storm Survey, ,2.04,300,1,ENE,1,NNW,BERMUDA,01/21/2017,1803,31.6824,-93.0381,31.6847,-93.0035,"An EF-2 tornado with maximum estimated winds near 125 mph touched down near Natchez near Highway 404 where it tore the roof off of a home and destroyed a few outdoor storage buildings. The tornado was strongest as it crossed the Cane River and heavily damaged a brick home on Patrick Road, where 3 brick walls collapsed and much of the back portion of the roof was torn off. A man living in this home suffered an arm injury, but was later determined that it was not broken. The tornado continued east across a largely open field but did snap several trees before crossing Patrick Road again snapping/uprooting numerous trees and slightly damaging several homes. The tornado crossed the Cane River a second and third time before downing a chain link fence and snapping numerous large limbs along Parish Road 610 near Pratt Lane. The tornado finally lifted in an open field shortly after crossing Parish Road 610 just shy of the Red River. In all, 5 homes suffered significant damage mainly along Highway 494 and Patrick Road.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",129
668966,GRANT PAR.,ALOHA,01/21/2017,1900,Tornado, ,EF1,0,1,250000,0,LA,CST-6, ,112155,C,43,SHV,0,0,NWS Storm Survey, ,2.23,150,3,SE,3,E,ALOHA,01/21/2017,1913,31.5566,-92.7473,31.5802,-92.7213,"An EF-1 tornado with maximum estimated winds of 110 mph touched down along Richardson Road between the Aloha and Colfax communities and tracked northeast along Richardson Road toppling a large television antenna atop a home but just missing a large pecan orchard before later snapping/uprooting numerous trees downstream and damaging several barns and other outbuildings across a large farm. As the tornado approached Highway 71, a 3000 pound trailer was flipped over, killing a cow before landing/blocking Highway 71. The tornado continued northeast along the southeast side of Highway 471 east of Highway 71, where a single wide mobile home was flipped over and rolled about 25 yards, injuring a woman inside. A large tree also fell on a home causing major damage. Other outbuildings were damaged/destroyed as well along Highway 471. Several trees were also snapped/uprooted at the Summerfield Baptist Church cemetery before the tornado finally lifted.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",130
668981,UNION CO.,TRULL,01/21/2017,1904,Tornado, ,EF1,0,0,10000,0,AR,CST-6, ,112195,C,139,SHV,0,0,NWS Storm Survey, ,2.89,75,3,ENE,2,ESE,(ELD)EL DORADO GOODW,01/21/2017,1909,33.1731,-92.807,33.211,-92.7859,"An EF-1 tornado with maximum estimated winds near 90 mph touched down along Shuler Road between Dry Creek Lane and Wolfie Road where several small pine trees were snapped. The tornado continued north northeast across a heavily wooded area before snapping large branches along Parnell Road, and later intensified as it reached Highway 82 and Guinn Road. Here, several large pine trees were uprooted and a tree fell against a portion of a home, damaging a small antenna tower. The tornado lifted shortly thereafter on Guinn Road.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",131
668987,UNION CO.,LAWSON,01/21/2017,1938,Tornado, ,EF0,0,0,25000,0,AR,CST-6, ,112195,C,139,SHV,0,0,NWS Storm Survey, ,0.61,50,1,S,0,E,LAWSON,01/21/2017,1940,33.1908,-92.4782,33.1995,-92.4767,"An EF-0 tornado with maximum estimated winds between 75 and 80 mph touched down just south of Lawson Road in the Lawson community where peeled back a portion of a roof of a single wide mobile home with one portion of the wall detached. The tornado continued north across Lawson Road and over a heavily wooded area to Mount Zion Road where it snapped a few small trees. The tornado lifted shortly after crossing Mount Zion Road.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",132
668973,GRANT PAR.,ANTONIA,01/21/2017,1951,Tornado, ,EF0,0,0,25000,0,LA,CST-6, ,112155,C,43,SHV,0,0,NWS Storm Survey, ,1.24,150,4,N,5,NNE,ANTONIA,01/21/2017,1954,31.6287,-92.4199,31.6329,-92.3995,"An EF-1 tornado with maximum estimated winds between 90 and 100 mph touched down along Highway 165 between Georgetown and Pollock where it snapped several large trees. The tornado continued northeast across a heavily wooded area before it tracked across Camp Hardtner on Camp Hardtner Road, snapping and uprooting numerous trees. A large pine tree fell onto one of the meeting buildings at the camp, and shingles were removed off of a nearby home and adjacent meeting buildings. The tornado lifted shortly after exiting Camp Hardtner.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",133
668976,LA SALLE PAR.,MIDWAY,01/21/2017,2029,Tornado, ,EF0,0,0,90000,0,LA,CST-6, ,112155,C,59,SHV,0,0,NWS Storm Survey, ,0.16,100,0,W,0,WSW,MIDWAY,01/21/2017,2030,31.6792,-92.1562,31.6779,-92.154,"An EF-1 tornado with maximum estimated winds between 86-95 mph touched down just west of Parish Road 3104 near the intersection of Highway 8 on the west side of Jena, snapping and uprooting several trees and tearing the roof and a portion of the wall off of a wooden outbuilding. The tornado also ripped some shingles off of a church across the street with debris breaking a few windows from the church as well. The tornado also ripped a canopy off of a gas station on Highway 8, tossing it 40-50 yards down the road. The worst of the structural damage came to a Conoco office building on Highway 8, where much of the front brick facade collapsed. Several windows from this office building were shattered as well. The tornado continued southeast behind the office building where it heavy damaged a couple of metal storage buildings. Several trees were also snapped downstream from these storage buildings before the tornado lifted north of Park Street.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",134
676500,ASHLEY CO.,HAMBURG,01/21/2017,2045,Tornado, ,EF0,0,0,3000,0,AR,CST-6, ,113077,C,3,JAN,0,0,Public, ,0.67,50,1,N,1,NNE,HAMBURG,01/21/2017,2046,33.2393,-91.82,33.2468,-91.8127,"Picture evidence of tornado in a field on the northwest side of Hamburg. No damage was noted on NWS survey. Maximum estimated winds were likely 70 mph.","A couple of rounds of severe weather affected the ArkLaMiss region early in the morning of the 21st, and again during the evening hours of the 21st. Damaging winds and a weak tornado occurred in Arkansas during the evening.",135
668977,UNION PAR.,DEAN,01/21/2017,2048,Tornado, ,EF0,0,0,10000,0,LA,CST-6, ,112155,C,111,SHV,0,0,NWS Storm Survey, ,0.62,50,3,SSW,2,S,DEAN,01/21/2017,2049,32.8663,-92.1666,32.8701,-92.157,"An EF-0 tornado with maximum estimated winds between 75 and 85 mph touched down along Alabama Landing Road near Parish Road 2253 just east southeast of the Marion community, where several small trees were snapped. The tornado continued northeast along Alabama Landing Road where considerable damage was done to a metal shed and before lifting, removed a metal roof from another outbuilding and deposited it in an open field.","A strong upper level low pressure system emerged out across the Southern Plains during the morning and afternoon hours of January 21st. Ahead of this system, unseasonably warm, humid, and unstable air spread northward across much of the Ark-La-Tex from the Gulf of Mexico in advance of this system and associated Pacific cold front. A surface low pressure system also developed along the advancing cold front, with low level winds backing more southeast ahead of the upper level low. Coupled with strong wind shear and instability, scattered severe supercell thunderstorms rapidly developed during the mid and late afternoon hours across portions of extreme Eastern Texas, Southern Arkansas, and Northern Louisiana. The considerable wind shear contributed to rotating updrafts, such that twelve tornadoes touched down across the aforementioned areas. Instances of large hail was also reported with these supercells, given the very cold temperatures aloft. These severe thunderstorms exited the region during the mid evening hours into the Ark-La-Miss region where additional tornadoes and instances of severe thunderstorm damage was reported.",136
676499,MOREHOUSE PAR.,STAMPLEY,01/21/2017,2104,Tornado, ,EF1,0,0,145000,0,LA,CST-6, ,113075,C,67,JAN,0,0,NWS Storm Survey, ,8.87,300,0,W,2,SSE,BONITA,01/21/2017,2123,32.8212,-91.7873,32.8882,-91.657,"This tornado touched down along Highway 165 where a few power poles were snapped and some trees were snapped just east of the highway. The tornado continued northeast along Highway 165, bending power poles on a tree line before crossing Son Olive Road. Mt. Olive Missionary Baptist Church sustained roof damage,|as did a home just west of there. Some of the roof was blown off the church, with tin visible in the field just northeast of the road. A TV antenna was bent at a home just west of there. The tornado continued northeast before crossing Bailey Store Road,|where tree damage occurred. It then took more of an east-northeast path before crossing Honeysuckle Lane and Bonne Idee Road. Here the tornado caused roof damage to a home and uprooted and snapped multiple trees, with tin and debris scattered along in the field just to the east. The tornado then crossed Highway|599 where an antenna was collapsed, many large hardwood trees were snapped and uprooted and all were blown to the northeast. A shed building roof was also collapsed at this location. The tornado was at its widest, around 300 yards wide, near this location. It continued east-northeast before hitting a house near the intersection|of Highway 599 and Homer McDaniel Road. Here roof damage occurred, tin was blown around, a large metal and PVC tank were blown over. A few large cypress hardwood trees were snapped and blown across the road. It then crossed Homer McDaniel Road where a tree was snapped then crossed near Horace Hill Road where a power pole was broken near the base. The tornado continued east-northeast briefly in the field before lifting. The maximum estimated winds were 105 mph.","A couple of rounds of severe weather affected the ArkLaMiss region early in the morning of the 21st, and again during the evening hours of the 21st. Large hail and damaging winds occurred in Louisiana during the evening.",137
676497,LAUDERDALE CO.,TOPTON,01/21/2017,2244,Tornado, ,EF2,0,1,175000,200000,MS,CST-6, ,113058,C,75,JAN,0,0,NWS Storm Survey, ,7.28,550,1,N,2,NE,LAUDERDALE,01/21/2017,2254,32.4914,-88.602,32.5471,-88.496,"This tornado touched down in a wooded area near Russell Topton Road, snapping trees and powerlines and causing minor roof damage as it crossed the road. The tornado continued northeast onto Lockhart Trailer Court Road and Chip Pickering Drive, where many trees were downed and some structural damage occurred to mobile homes. Here on Lockhart Trailer Court Road, a mobile home was rolled and destroyed, with one minor injury as the resident was thrown out. The tornado|continued northeast before crossing Fred Clayton Road and Campground Road. Here the tornado began to widen and more intense damage occurred. Some minor roof damage occurred to a church and numerous trees were snapped, with some causing damage to some structures. As it traveled roughly along Campground Road and the railroad tracks, the tornado became quite large, around a quarter of a mile wide or|so. Here significant tree damage, EF2 with winds near 115mph, occurred as nearly every tree were snapped and uprooted. The tornado continued northeast until crossing Green Loop Road. The tornado also was at its strongest at Green Loop as many mobile homes were rolled, with around 4 destroyed. One mobile home was thrown with the undercarriage wrapped around a tree. Here the most intense damage|occurred, with winds near 120mph winds. Around 10-11 people were thrown out of mobile homes but thankfully no injuries. The tornado continued before crossing Beaver Pond Road, snapping and uprooting trees. It then continued northeast across a wooded area near Ponta Creek before beginning to weaken and become smaller. It crossed Old Lauderdale Lizelia Road, Highway 45 and then Old Highway 45N,|snapping and uprooting trees before lifting northeast in a wooded area. The maximum estimated winds were 120mph.","Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.",138
673048,THOMAS CO.,PASCO,01/22/2017,256,Tornado, ,EF2,0,3,250000,0,GA,EST-5, ,112358,C,275,TAE,0,0,NWS Storm Survey, ,15.4,700,1,S,4,N,HOLLIS,01/22/2017,315,30.8997,-83.9821,30.9753,-83.7376,"This tornado was the first of two produced by the same thunderstorm that moved across South Georgia early Sunday morning. The tornado initially touched down just west of US-19 in Thomas County and then moved NE across mainly rural areas of the county. Damage was initially limited in the vicinity of US-19 to snapped and uprooted pine trees. The tornado began to strengthen and produced more significant damage near the vicinity of Crowley and Hall Roads where a home lost a significant amount of roof deck and numerous large trees were snapped and uprooted. Damage in this area was consistent with higher end EF-1 to lower end EF-2 intensity. As the tornado neared US-319 north of Thomasville, extensive areas of snapped pine trees were found along the damage path in some areas several hundred yards wide. Also in the vicinity was a mobile home that was completely destroyed. Damage in this area was consistent with lower end EF-2 intensity. The tornado continued across mainly rural NE Thomas County crossing Centennial Road where a double-wide mobile home was completely destroyed. Damage in this area was consistent with a EF-2 tornado. After this point, damage was mainly limited to significant tree damage along the path,  though some structural damage occurred to the NW of Pavo before the tornado crossed into NW Brooks County. Damage along this section of the tornado was rated EF-1.  Max winds for the tornado were estimated near 120 mph. Damage cost was estimated.","A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",139
673051,BROOKS CO.,PAVO,01/22/2017,315,Tornado, ,EF1,0,0,20000,0,GA,EST-5, ,112358,C,27,TAE,0,0,NWS Storm Survey, ,3.27,700,2,NNW,3,WNW,SAND HILL,01/22/2017,318,30.9753,-83.7376,31.0016,-83.6917,"This is a continuation of the Thomas county tornado.  Damage in Brooks county was limited to EF1 intensity.  The tornado mainly damaged trees and the roof of one residence before dissipating.  Damage cost was estimated.","A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",140
673054,BROOKS CO.,SAND HILL,01/22/2017,329,Tornado, ,EF3,2,0,500000,0,GA,EST-5, ,112358,C,27,TAE,0,0,NWS Storm Survey, ,6.34,700,4,ENE,3,NNE,BARNEY,01/22/2017,335,30.9998,-83.5841,31.0351,-83.4852,"This was the second tornado to touch down from the same parent tornado that impacted Thomas and northwest Brooks Counties. The tornado touched down at EF-1 strength in northern Brooks County near Georgia Route 122 just west of the Moultrie Highway, snapping trees along the highway. Near the intersection of Georgia Route 133, or the Valdosta Highway, the tornado strengthened to EF-3 blowing out two of the four concrete walls of a small business building. Max winds were estimated near 140 mph.  A short distance later, the tornado flipped a strapped-down double wide mobile home and tossed it about 100 feet into a drainage ditch and across Route 122. Two people inside the home were killed. Several nearby trees had their bark stripped off. The tornado then crossed Georgia Route 76 at EF-3 strength and ripped about a third of the second story from a well-built brick home. A short distance up the road, the tornado shifted a wood-framed home about 12 feet off its foundation while removing its second story.  This tornado then continued into Cook and Berrien counties.  Damage cost was estimated.","A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",141
673083,COOK CO.,GREGGS,01/22/2017,335,Tornado, ,EF3,7,45,1500000,0,GA,EST-5, ,112358,C,75,TAE,0,0,NWS Storm Survey, ,10.9,700,2,S,6,SSE,MASSEE,01/22/2017,349,31.0351,-83.4852,31.1092,-83.3226,"This is a continuation of the northeast Brooks county tornado.  The tornado then continued into Cook County. Still at EF-3 strength, it swept about 35 manufactured homes into a pile of rubble at the far end of the Sunshine Acres mobile home park. Seven people lost their lives. The tornado then went on to destroy about two thirds of a brick home on Val Del Road, collapsing in two walls and removing most of the second story. Another home built of concrete blocks was destroyed. A nearby farm had several concrete anchors for a large metal structure pulled from the ground.  Max winds were estimated near 140 mph.  Damage cost was estimated.","A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",142
